# units: length=mm, velocity=mm/s
x y z u v w
-0.581963 12.266973 14.311289 -0.074223 5.634773 1.825254
-15.123721 13.368072 -12.111215 -1.110044 4.215218 -0.888934
7.931128 12.688664 -10.626246 1.130362 5.996112 -1.514476
-5.393177 -3.898988 -4.900833 1.771149 11.462195 1.609460
0.520182 -15.712191 -2.474297 -0.137073 9.008127 0.652003
12.085047 -13.203035 -0.509286 -1.921877 6.397053 0.080991
-0.600713 9.042288 14.865906 -0.070828 5.492365 1.752785
6.627086 -7.240425 5.443626 -2.040096 9.353130 -1.675777
-4.878886 8.580091 5.624685 -1.726571 10.064545 1.990500
15.281025 11.734713 -14.524544 0.916312 3.856536 -0.870950
-6.709641 11.596515 3.227131 -1.936229 9.027583 0.931267
-4.983745 -14.220718 8.411925 0.947362 7.170715 -1.599025
-15.951399 -13.029007 15.792133 0.858517 3.626746 -0.849946
8.832418 11.784668 -0.730936 2.155004 8.156626 -0.178340
-10.596844 1.087274 -2.373380 -0.525231 7.406810 -0.117636
-10.783053 -10.691918 -7.739195 1.596196 6.109406 1.145619
14.178930 15.577822 6.517325 1.465822 5.070159 0.673763
7.141037 7.439930 0.556657 2.769569 10.715080 0.215893
-10.322358 12.084679 12.172491 -1.093389 5.104407 1.289363
6.705106 13.869722 15.359941 0.641684 4.835623 1.469959
0.111225 8.242224 3.731793 0.064471 13.910002 2.163107
-12.323550 -5.888369 -13.832515 0.691882 4.273865 0.776600
12.379878 -15.293747 1.193175 -1.734540 6.029082 -0.167175
-10.316413 -11.296163 -10.692977 1.247717 5.480612 1.293261
12.062527 -0.176956 -5.091184 -0.060910 6.007043 0.025708
15.974714 1.471197 -6.293404 0.315442 4.503396 -0.124272
-4.139146 6.267740 -12.152110 -0.585595 6.350985 -1.719248
8.263078 12.280563 -0.795803 2.070843 8.329250 -0.199439
-2.006249 -11.420327 -2.472248 0.847763 11.526826 1.044675
8.461174 -2.752535 3.837791 -1.408634 8.885086 -0.638923
-14.599057 -8.968788 -9.477481 1.222832 4.664840 0.793844
15.397552 -14.574404 -9.109808 -1.305440 4.536693 0.772350
-14.995225 4.465128 4.901453 -1.033397 5.023895 0.337784
-4.943312 -14.836655 -2.079666 1.260193 8.695470 0.530167
-10.517484 -2.344824 -4.070072 0.982200 7.139057 0.380093
-8.925237 10.932510 6.163682 -1.792396 7.236639 1.237811
-0.939354 -3.210070 -12.510724 0.088609 6.382046 1.180135
3.297234 0.132862 12.972194 0.011789 5.864232 0.046379
15.005117 9.907049 11.734280 1.065329 4.259634 0.833107
0.999762 10.166297 -11.167796 0.195872 7.127386 -2.187978
3.217885 12.991673 -8.881151 0.683239 7.578445 -1.885694
-6.788376 10.950867 4.859773 -1.853724 8.676256 1.327074
14.894878 4.546680 14.378653 0.503685 3.757766 0.486228
10.459148 5.589376 -9.920392 1.062225 5.587605 -1.007509
-9.166938 11.616951 -5.314434 -1.846837 7.271134 -1.070684
5.965945 -2.067977 -1.300840 -1.376125 14.443327 0.300056
-15.661599 10.314318 -6.033617 -1.482670 4.865379 -0.571197
-5.211730 -13.708739 3.988066 1.361092 8.692864 -1.041521
8.915589 0.353320 -0.713284 0.226636 9.259366 -0.018132
8.707428 -12.904864 1.309387 -1.983824 7.904744 -0.298319
7.964277 -4.278153 12.036175 -0.666500 5.523544 -1.007261
-1.381914 -12.291315 15.260490 0.157178 5.298509 -1.735715
-1.411177 8.089252 -13.495897 -0.195402 6.026159 -1.868746
9.882894 -11.135990 -12.001399 -1.099532 5.250148 1.335228
-7.154038 -2.409363 -0.470858 1.682063 11.926957 0.110709
-2.294639 -14.894735 3.105000 0.629336 9.130893 -0.851589
7.742697 15.320124 1.733118 1.586856 7.608663 0.355200
13.819791 14.462915 -9.203349 1.331674 4.858237 -0.886834
-13.875843 -10.570819 7.821870 1.466867 5.130131 -0.826879
-7.648989 -12.408374 14.188402 0.794606 5.050287 -1.473946
5.874861 14.661751 -5.455687 1.260470 7.767822 -1.170535
-9.847735 -11.622759 14.188086 0.896636 4.730268 -1.291825
-10.746714 9.675269 -9.226141 -1.413897 5.769193 -1.213842
11.613419 -14.186414 -3.794643 -1.748560 6.237110 0.571336
-3.138208 15.239748 12.727275 -0.414267 5.819718 1.680096
-3.697541 -2.410149 6.884653 0.765226 10.812513 -1.424816
4.483660 12.612880 5.990201 1.188423 8.655401 1.587741
0.489980 12.821896 -5.408246 0.152022 9.595852 -1.677972
-4.241712 -4.754161 -0.335619 2.246967 16.680029 0.177788
-14.888658 -1.506984 -5.868238 0.365968 4.853394 0.144243
-8.218079 -8.082338 9.521413 1.323995 6.505701 -1.533972
-3.661086 15.383803 -2.791941 -0.921234 8.692511 -0.702532
6.326636 -6.228074 10.447869 -0.994178 6.691531 -1.641796
-9.181762 -7.194014 -6.639413 1.764638 7.229107 1.276025
-11.860604 8.019057 -2.191496 -2.067906 6.782008 -0.382089
-11.969753 1.158838 -0.373689 -0.494161 6.640321 -0.015427
0.168020 6.799988 -13.870988 0.020805 5.866195 -1.717591
-0.257855 -14.348657 15.234942 0.028539 5.239665 -1.686169
5.116776 -10.586071 13.426030 -0.658595 5.674974 -1.728102
-10.400353 -4.653157 -14.480384 0.537498 4.410827 0.748357
-4.119537 7.405087 -12.100154 -0.628429 6.400602 -1.845861
8.863506 -2.333370 9.674493 -0.563106 6.040084 -0.614629
-10.434323 12.875096 7.272394 -1.570056 6.186905 1.094279
-14.456921 -0.664050 -13.903006 0.083555 3.818403 0.080354
7.118712 -4.375628 8.772922 -1.089902 7.211762 -1.343168
12.241098 -10.356323 9.932013 -1.317460 5.184186 -1.068942
-3.655596 -3.767041 4.938368 1.431052 13.550755 -1.933218
15.172058 5.839612 -8.925928 0.965935 4.513692 -0.568273
-15.986013 -12.435399 -6.569957 1.459377 4.722409 0.599777
-13.794227 -13.878163 14.282951 0.966838 4.112560 -1.001092
-11.146532 -5.314433 14.906468 0.571688 4.233321 -0.764529
1.078314 6.165883 -6.796906 0.447004 11.465064 -2.817586
5.313924 -10.782201 -4.925143 -1.669860 9.446825 1.547689
13.011572 7.345668 -1.208856 1.891196 6.256303 -0.175704
-1.347531 7.753266 -3.268733 -0.830368 14.589162 -2.014242
-1.265989 3.343866 -11.204303 -0.159894 7.183544 -1.415099
7.645012 -10.798263 9.875009 -1.249708 6.446883 -1.614239
2.326555 13.946239 -2.644603 0.718870 9.733246 -0.817143
5.067848 -13.649278 -6.290231 -1.171092 8.039516 1.453563
-10.809235 5.391620 -12.124968 -0.797443 4.904544 -0.894510
-0.048353 -7.914491 -10.629253 0.010577 7.659148 2.325018
10.027107 -8.197682 -13.444086 -0.879662 4.832846 1.179429
-3.442502 -9.257037 6.848601 1.138444 9.661663 -2.264850
3.798353 14.366105 11.242953 0.587006 6.341727 1.737511
-6.204669 11.551414 -7.904340 -1.338036 7.563802 -1.704570
11.310430 -11.359957 13.716036 -0.968545 4.594268 -1.174545
-3.920890 -10.968587 4.198560 1.422088 10.364733 -1.522798
-4.612630 12.173926 -12.042665 -0.695064 6.175594 -1.814674
-1.024597 2.731358 7.327131 -0.255904 11.466269 1.830031
4.967020 -2.350969 7.409253 -0.787917 9.299463 -1.175327
6.719828 -3.789528 -2.303533 -2.248104 11.780618 0.770642
-4.655832 8.881038 -11.424634 -0.787360 6.613700 -1.932050
10.096591 2.819999 -4.123317 1.199569 7.430193 -0.489889
14.157176 14.649975 14.995365 0.923402 3.959002 0.978073
-12.771144 -0.302032 13.466946 0.041952 4.139204 -0.044237
-15.716275 -6.401229 -1.295813 1.398458 5.103137 0.115303
-7.102570 2.288564 1.158679 -1.589854 11.895280 0.259361
11.011397 -8.335130 8.194517 -1.501118 5.957629 -1.117110
-0.207682 14.888683 11.465253 -0.032468 6.412711 1.792437
-15.342018 -3.214046 -7.838409 0.631107 4.527762 0.322440
-0.382536 15.878748 2.535631 -0.098899 8.918303 0.655552
-13.791319 7.915982 -9.573051 -1.187566 4.820141 -0.824333
-1.191865 4.350127 13.209454 -0.124639 6.057882 1.381374
-5.078990 5.281383 -14.869691 -0.401461 5.079004 -1.175353
-14.002379 -2.386720 2.874145 0.725473 5.504198 -0.148911
-6.932018 7.765153 -5.731712 -1.980061 8.902125 -1.637206
-7.353285 6.269349 6.675596 -1.747394 8.261435 1.586352
15.237951 -11.752167 -12.916557 -1.028652 4.079595 0.871945
10.615522 -7.159860 12.998688 -0.867956 4.798776 -1.062810
2.291269 3.255028 -15.849414 0.116176 4.897763 -0.803628
2.124208 11.855968 15.802172 0.225550 5.113242 1.677888
-3.820793 -10.625014 12.921958 0.551391 6.027641 -1.864809
1.517935 -14.059565 -15.512872 -0.163236 5.152462 1.668225
8.546848 4.244231 -3.386969 1.981483 8.992707 -0.785228
4.945066 6.809426 -6.683878 1.594245 9.677578 -2.154822
-3.456787 -8.082950 -11.580161 0.601220 6.767712 2.014073
2.937700 7.604907 3.451291 1.644562 13.629753 1.932077
-7.827053 4.525249 -2.846149 -2.251460 9.948321 -0.818698
-1.710648 -15.582648 8.929152 0.314324 7.126897 -1.640692
12.717008 -6.668689 -4.420558 -1.667679 6.050651 0.579702
-0.272307 -3.270700 -4.178803 0.051000 18.893388 0.782646
7.870918 4.914053 -5.732704 1.765846 8.460457 -1.286136
4.306287 5.872747 -1.917675 2.483411 14.809538 -1.105912
-7.655771 11.612963 -15.816230 -0.673408 4.649223 -1.391210
7.017678 9.886979 -9.249687 1.309581 6.939352 -1.726101
2.240033 15.426875 -6.349247 0.495519 7.999423 -1.404521
8.086773 1.444829 -7.121539 0.537683 7.480896 -0.473506
7.725380 1.896086 -6.146328 0.813912 8.275796 -0.647550
3.106146 7.751568 -13.951585 0.380352 5.707177 -1.708390
-10.705978 -4.715299 -8.024059 1.161510 6.017476 0.870544
2.124118 -14.429676 13.363716 -0.277992 5.760593 -1.748966
7.533548 -2.573481 -11.138916 -0.490998 5.889169 0.725977
-13.992377 7.654440 2.128156 -1.742015 5.764103 0.264950
-2.718177 -5.954583 -14.266557 0.282043 5.557603 1.480322
8.269299 -9.253943 -7.433344 -1.669322 7.259036 1.500568
-8.547856 2.123970 -6.708180 -0.798717 7.433193 -0.626816
-12.520372 11.927827 -10.454158 -1.274372 5.001398 -1.064065
-9.088311 7.693989 -1.306319 -2.519297 8.757215 -0.362114
13.911565 12.631478 1.946528 1.817925 5.713469 0.254367
-10.755525 -6.150167 5.239004 1.756544 6.836609 -0.855610
-6.488787 0.411005 -12.087116 -0.067098 5.710533 -0.124988
1.955715 14.137526 3.918410 0.566631 9.356329 1.135284
-6.813864 -12.296242 3.138977 1.849283 8.753164 -0.851918
1.650546 8.168513 -15.940468 0.160325 5.070415 -1.548367
-11.135536 3.680153 2.384277 -1.480086 7.120577 0.316908
6.480415 12.606058 8.576957 1.224669 7.046751 1.620873
3.540747 15.812304 -5.223759 0.777518 8.004166 -1.147094
-8.292225 -7.405368 4.104522 2.274460 8.735253 -1.125822
-12.175658 -2.947121 -4.981701 0.947272 6.047563 0.387579
-12.184085 10.529246 10.684237 -1.243878 5.042440 1.090758
-7.955341 -13.147523 4.071273 1.759406 7.781098 -0.900404
-9.472026 2.672279 -3.498008 -1.284214 8.091313 -0.474259
11.542046 -6.023899 0.633065 -2.008090 7.084057 -0.110141
-13.373482 -4.337623 12.892292 0.583733 4.211111 -0.562730
-11.348258 8.091619 -1.588361 -2.177939 7.125859 -0.304836
2.058566 12.624501 12.840093 0.302476 6.098098 1.886664
-2.053005 15.801499 -6.897788 -0.426249 7.719610 -1.432133
-8.868716 3.718891 2.893184 -1.836865 8.855467 0.599228
0.661951 -6.173922 -2.132191 -0.454916 17.875533 1.465318
1.486292 -15.149220 -13.921156 -0.181092 5.552880 1.696176
-14.764726 10.846514 3.836960 -1.700762 5.351544 0.441983
-5.974835 2.383163 12.072746 -0.361450 5.870974 0.730345
-12.812578 -9.718281 -5.445633 1.742636 5.866892 0.740660
-1.338169 -4.542588 11.150299 0.212755 7.264836 -1.772784
1.456446 -13.554276 -7.583567 -0.349950 8.229209 1.822156
0.230289 8.286987 4.119346 0.127788 13.488078 2.285829
15.876976 -5.680075 3.837243 -1.198452 4.886481 -0.289649
14.695373 -1.677119 -10.845839 -0.277323 4.222106 0.204677
-8.647099 -3.109889 -12.008907 0.519533 5.327456 0.721516
-0.795145 15.040586 12.103010 -0.116018 6.162790 1.765919
3.079244 13.983405 4.114353 0.866661 9.158976 1.157995
-13.417921 4.944083 2.827964 -1.417381 5.869225 0.298728
4.658196 -7.698668 7.447723 -1.378460 9.091271 -2.203941
1.077933 14.944675 -11.889765 0.160845 6.240297 -1.774148
0.815589 11.291606 -10.650529 0.164894 7.274530 -2.153307
8.702092 13.906041 7.614327 1.417004 6.517031 1.239878
4.904602 -9.076906 13.706982 -0.605074 5.615241 -1.691010
-13.365137 -4.296382 -14.216264 0.506155 3.994885 0.538389
-1.049566 7.579193 0.060318 -0.763085 16.707176 0.043854
-8.512681 4.189215 7.630009 -1.232048 7.112749 1.104298
-7.883406 -5.495850 -9.396921 1.153053 6.641273 1.374425
-1.493090 -14.116089 -2.663790 0.461827 9.766674 0.823936
-13.296048 -7.662059 15.714472 0.683690 3.867580 -0.808047
-13.781155 -6.557004 -3.826019 1.564283 5.671545 0.434287
10.578768 -12.367276 13.689875 -0.963773 4.718334 -1.247209
7.096479 12.755365 10.228378 1.104631 6.303785 1.592139
2.806416 -14.303160 12.912305 -0.380846 5.877219 -1.752270
2.666465 -10.577116 14.493772 -0.327450 5.538151 -1.779882
-10.755671 -9.743314 3.372326 2.108717 7.132996 -0.661166
7.608673 -11.775050 -3.389715 -1.970286 8.457367 0.877776
-1.539564 -15.440048 13.912438 0.185628 5.529471 -1.677450
2.478569 6.594455 5.209640 1.228960 12.758723 2.583119
14.617132 1.718158 -4.715569 0.456862 5.075894 -0.147386
8.090804 -10.176243 3.018079 -2.232912 8.690856 -0.832934
7.639252 2.218560 10.915439 0.445184 5.935805 0.636107
-11.411265 10.063968 14.162915 -0.903486 4.474469 1.121347
11.191169 -3.820940 -11.102868 -0.680031 5.002302 0.674665
3.085155 -7.683802 6.442177 -1.190044 10.654183 -2.484956
-5.899658 7.017513 -3.508480 -2.430970 11.192630 -1.445679
-0.781110 13.143988 -3.260894 -0.266580 10.265178 -1.112890
-14.314194 14.781874 -10.717699 -1.211726 4.534034 -0.907275
-6.663024 8.482753 -15.983602 -0.551477 4.678726 -1.322912
8.255958 -0.255199 5.422112 -0.121868 8.242380 -0.080037
-5.239692 -6.297206 14.567913 0.482627 5.201362 -1.341847
12.620946 4.445492 -4.841182 1.280102 5.938426 -0.491026
-12.800953 -13.879219 -7.241261 1.512842 5.424668 0.855787
7.516656 -7.732030 -7.738839 -1.599565 7.563222 1.646846
0.881956 8.614414 15.409083 0.094928 5.283517 1.658526
14.730131 2.237823 4.668786 0.582909 5.056285 0.184756
-5.325185 -11.230765 4.132086 1.705197 9.600370 -1.323150
-11.084205 12.483138 -11.277732 -1.190941 5.140442 -1.211735
5.374772 -14.273013 5.991582 -1.185936 7.868408 -1.322035
-9.679979 4.965755 10.872355 -0.886092 5.502538 0.995241
-15.174319 -4.906695 -11.820872 0.668555 4.074193 0.520808
-7.369530 -4.811572 15.073143 0.459069 4.714136 -0.938949
-4.338782 6.095678 -7.336875 -1.331324 9.570632 -2.251267
-8.082727 -3.432402 3.681752 1.745583 9.341775 -0.795128
2.866424 -3.200395 -10.169593 -0.406453 7.711843 1.442027
10.650027 1.864356 2.997852 0.844944 7.274969 0.237841
7.321369 -9.230375 14.433326 -0.727254 5.039017 -1.433706
9.322728 9.456725 7.933157 1.599801 6.640184 1.361348
-9.441529 4.859849 -8.208051 -1.225881 6.477628 -1.065727
0.933579 12.516603 1.082145 0.369283 11.216972 0.428049
-13.881034 7.827456 15.191565 -0.724185 3.873430 0.792556
8.992492 5.266698 -13.575130 0.648158 4.886691 -0.978464
-6.871782 -14.407253 -2.925609 1.572515 8.064780 0.669486
4.369675 10.257969 -3.845012 1.680828 10.685791 -1.479012
-4.085043 -9.719022 -14.365778 0.484846 5.472947 1.705045
6.097079 -2.017757 2.455396 -1.337494 13.273486 -0.538631
6.427266 -3.197765 11.195192 -0.562701 6.185123 -0.980129
-0.618264 1.254324 10.102575 -0.041649 8.027371 0.680550
-6.418033 7.418144 -7.316744 -1.623170 8.345885 -1.850461
8.361689 3.614041 14.600764 0.407150 4.656702 0.710946
-0.837281 7.272989 -13.941137 -0.105181 5.836681 -1.751310
6.903610 1.318968 -8.613349 0.396506 7.277028 -0.494704
9.649000 -9.693235 0.138810 -2.375031 8.113521 -0.034167
4.626949 -13.158943 2.140622 -1.420867 9.577929 -0.657353
-12.344172 13.183129 -8.825740 -1.409691 5.313527 -1.007890
2.370385 14.026364 -1.741009 0.744035 9.848303 -0.546481
-15.644204 -3.788928 2.996009 0.918406 4.945558 -0.175883
1.319528 14.808110 -12.978066 0.178437 5.884241 -1.755000
-12.330657 -3.827497 -2.042724 1.352920 6.437396 0.224128
10.122126 -10.425782 -15.267173 -0.797735 4.446794 1.203222
6.423176 -1.715855 -14.692173 -0.178149 4.847372 0.407493
13.758377 -14.547326 -0.725113 -1.750050 5.671360 0.092233
-4.449127 14.541756 -2.496688 -1.186249 8.914703 -0.665680
-9.260654 11.535302 0.701005 -2.185593 7.979259 0.165443
-10.897567 -11.646209 3.212361 2.001404 6.893748 -0.589970
-14.057711 -4.921164 5.820298 1.144811 5.243738 -0.473985
6.904017 5.057192 -11.507667 0.779901 6.012904 -1.299946
-15.384953 4.744380 -3.855631 -1.096480 5.006200 -0.274789
1.648920 -11.920034 -11.483017 -0.291389 6.751301 2.029225
-10.723398 6.794086 -9.411817 -1.245952 5.693722 -1.093559
-9.220746 10.141838 -4.053914 -2.107730 7.779313 -0.926667
9.914746 0.053856 2.445681 0.028589 7.931268 0.007052
-4.566829 -0.959081 -3.086623 0.377671 17.052987 0.255260
1.421449 12.550226 3.833390 0.498327 10.353684 1.343897
2.587597 4.146817 -15.464054 0.170724 5.044556 -1.020284
-8.623083 -2.735043 15.246840 0.292191 4.435287 -0.516636
7.730287 13.171843 1.823096 1.876882 8.245939 0.442640
11.818160 -1.111966 13.008968 -0.165909 4.388804 -0.182626
15.745756 5.278714 -0.604523 1.235388 5.063518 -0.047430
6.753906 14.435985 -1.162166 1.616513 8.301676 -0.278159
6.085846 -14.483170 2.621914 -1.474933 8.373695 -0.635433
-6.273457 8.517352 -6.655804 -1.724247 8.662062 -1.829334
3.251618 -0.055307 15.916477 -0.002848 4.762543 -0.013941
11.886537 -13.188106 13.223005 -1.028443 4.586601 -1.144076
8.523135 -12.434834 7.920027 -1.470823 6.676601 -1.366746
13.440453 -6.393950 1.779673 -1.700695 5.998009 -0.225192
-11.112822 -4.202296 -0.227945 1.717780 7.333582 0.035235
-2.165653 -9.951854 15.425735 0.237203 5.246398 -1.689577
-15.406299 -10.354849 -6.430676 1.475890 4.892151 0.616045
-8.044879 -14.071955 -3.110938 1.715052 7.682994 0.663207
-8.329236 -5.348297 -12.559774 0.737116 5.316130 1.111507
11.671389 9.153339 -15.527295 0.765348 4.156063 -1.018198
-14.984131 5.318409 -7.344669 -1.021808 4.761201 -0.500853
-4.624746 -0.475675 14.243376 0.043591 5.195997 -0.134251
-12.149984 -4.504527 8.399380 0.997833 5.396478 -0.689809
2.847374 -4.292985 0.342777 -0.413582 19.692186 -0.049788
-14.864892 -4.840686 6.206080 1.033883 4.926996 -0.431646
-15.447820 -0.402882 -10.437883 0.066805 4.120007 0.045139
-9.957780 -6.352026 -9.114957 1.268067 6.024114 1.160738
-12.389548 -6.901255 8.465357 1.292875 5.399829 -0.883377
2.666577 8.740596 10.810656 0.539391 7.286662 2.186763
6.904996 -9.458368 -3.767467 -2.196452 9.441074 1.198416
-6.456248 8.022706 3.746561 -2.337537 10.223789 1.356472
4.166471 11.805739 -8.393929 0.958742 7.874925 -1.931517
-7.336577 4.979036 11.176207 -0.827672 6.034155 1.260838
-15.644596 13.188635 -7.438792 -1.420324 4.702671 -0.675345
-5.622940 4.532156 13.308056 -0.490553 5.528741 1.161014
-13.889121 -1.016386 9.950489 0.193134 4.520679 -0.138366
-0.121702 3.244338 6.878134 -0.038218 12.300090 2.159927
4.095534 -15.541669 12.452729 -0.533632 5.788157 -1.622541
-8.161694 -2.301805 11.014096 0.456722 5.757025 -0.616340
-4.793580 -2.011039 3.408120 1.062565 15.113827 -0.755458
-4.788817 -7.098249 0.683765 2.659526 13.659444 -0.379737
-10.277115 -3.344237 -9.186531 0.791005 5.763925 0.707065
-12.046878 15.060260 10.354677 -1.229641 5.023082 1.056916
14.673333 -2.644791 -7.663921 -0.562827 4.707933 0.293966
12.798808 -7.828582 -2.267778 -1.917461 6.294530 0.339749
3.872924 -9.214056 -0.459023 -2.004748 12.889381 0.237605
9.311985 3.194329 -5.329747 1.272936 7.581700 -0.728570
-11.420806 -1.682900 -1.096995 0.752569 6.979377 0.072286
-7.125600 -3.549437 -3.850783 1.866079 10.314460 1.008458
-12.485368 12.953844 9.484853 -1.354687 5.167421 1.029125
3.375071 -7.809053 1.765930 -2.015668 14.248670 -1.054653
-4.277047 -9.222230 -7.031046 1.310220 9.223874 2.153874
2.490194 -6.414531 4.455407 -1.365717 13.801786 -2.443515
11.501205 7.653143 12.317757 0.965163 4.792938 1.033687
12.247239 8.084467 -0.438174 2.074446 6.675337 -0.074218
-9.018262 -14.250195 -3.703317 1.715528 7.176035 0.704475
-12.245787 -12.262872 -6.471226 1.649103 5.804397 0.871461
-5.071844 15.252570 -11.495497 -0.703700 5.992516 -1.594959
3.908902 -15.020300 11.005369 -0.595170 6.319608 -1.675679
-12.503556 -3.559340 -0.265661 1.293728 6.420455 0.027488
9.334516 -0.680170 -7.179976 -0.237984 6.756149 0.183054
9.503906 -9.583311 14.892870 -0.789267 4.604406 -1.236802
4.738802 -15.211744 14.673904 -0.503644 5.140742 -1.559554
11.621151 -9.513832 15.386161 -0.789111 4.197086 -1.044767
-2.550011 15.289067 0.499971 -0.702463 9.215428 0.137729
-2.995381 -4.137678 7.777996 0.820562 9.969021 -2.130723
8.628207 10.202291 8.667279 1.473171 6.605760 1.479842
-11.293613 -14.340900 -6.360311 1.569206 5.959064 0.883742
-5.419151 -3.589012 2.219741 2.116166 14.249896 -0.866804
-7.241742 15.222945 -3.916042 -1.461908 7.527288 -0.790541
-9.083893 -3.211983 -1.663889 1.728835 8.950469 0.316669
1.566430 -9.992568 -1.698432 -0.829535 13.183731 0.899439
14.082951 -11.789670 9.619990 -1.315919 4.789127 -0.898898
-8.210579 -5.477961 12.488989 0.753775 5.369371 -1.146556
-1.217183 13.664731 -15.561282 -0.131607 5.162805 -1.682554
1.683015 -13.616895 0.165207 -0.576967 10.375904 -0.056636
8.222258 -11.429001 -8.928125 -1.384212 6.557642 1.503045
10.898096 8.048070 2.266076 2.201912 7.327382 0.457851
2.845542 -9.720291 0.512314 -1.505515 13.137641 -0.271054
12.754921 -2.155715 -13.727542 -0.285703 4.117638 0.307489
14.102644 8.997647 -13.624524 0.896764 4.110667 -0.866361
-2.601300 -11.124257 12.288429 0.418666 6.392690 -1.977761
4.943544 13.750988 -0.967673 1.434077 9.309369 -0.280713
15.685424 -13.564187 -8.548251 -1.343829 4.561259 0.732360
9.860031 2.905270 13.463169 0.403550 4.675252 0.551019
-4.048999 -15.926365 -1.015170 0.983720 8.564714 0.246640
-11.578191 -10.957787 -9.137073 1.420308 5.526749 1.120854
-9.525441 -2.506246 2.054257 1.323721 8.415983 -0.285474
10.450691 -15.091432 -14.019090 -0.914930 4.619012 1.227334
-4.977814 -2.531018 -12.853834 0.299595 5.731003 0.773623
8.598786 -7.855284 15.607332 -0.640742 4.521274 -1.162987
4.890425 -13.835795 13.027815 -0.627987 5.681397 -1.672922
-1.549006 9.707595 7.115351 -0.523937 9.813560 2.406702
-6.769509 -0.199521 -14.406132 0.022635 4.867069 0.048169
-14.728241 -5.202519 13.361061 0.622570 3.940639 -0.564779
7.523516 8.468257 -2.499450 2.492472 9.671330 -0.828045
14.632005 2.123484 3.358504 0.595867 5.212388 0.136770
12.623661 -8.499558 -8.902604 -1.350183 5.276967 0.952192
-12.754896 -7.005897 -7.756240 1.357171 5.432969 0.825295
12.395298 -2.832117 1.163604 -1.070965 6.419101 -0.100536
-12.103086 0.027299 14.459797 -0.003436 4.070612 0.004105
12.560773 -15.599240 15.464173 -0.871683 4.085181 -1.073171
1.841588 10.139099 -8.585716 0.499693 8.601737 -2.329631
-13.903860 12.460482 -0.353069 -1.852398 5.772433 -0.047039
-7.609695 -7.617058 -3.783709 2.363312 9.357863 1.175091
-8.934753 -8.072907 3.358868 2.325951 8.420842 -0.874402
13.547604 4.657910 1.123233 1.401860 5.911838 0.116228
-10.847609 -15.798432 11.357478 1.104092 5.031272 -1.155987
11.450695 11.915269 -10.400503 1.284419 5.261528 -1.166620
-15.159887 -0.714579 -1.520792 0.204359 5.102919 0.020501
0.393022 6.944965 11.642008 0.070916 7.033925 2.100655
-0.229939 8.827030 -15.820304 -0.023647 5.152461 -1.626961
-9.208195 -8.107214 -3.532704 2.277851 8.180328 0.873893
11.568214 -10.426554 10.725410 -1.244363 5.180243 -1.153704
-10.919426 -10.977781 -4.424183 1.945349 6.762820 0.788190
