# units: length=mm, velocity=mm/s
x y z u v w
-6.031192 -2.846128 -2.128205 2.306765 13.024128 0.813980
-2.881860 7.700773 10.002870 -0.638804 7.872907 2.217274
0.539852 4.209749 8.976844 0.108342 9.216506 1.801550
-10.657953 16.288512 -8.844493 -1.310305 5.586445 -1.087355
12.570220 7.913424 12.878391 0.848474 4.444230 0.869275
-1.805837 13.918590 -9.868787 -0.362458 7.321026 -1.980810
0.895858 -12.787830 -4.009123 -0.273527 9.632750 1.224080
2.250966 1.932657 12.928685 0.059157 5.999673 0.339775
-5.224188 -4.000116 4.538334 2.068409 11.768751 -1.796859
-4.064813 8.973811 -9.943388 -0.873446 7.580590 -2.136632
9.180752 9.247267 -15.071558 0.717644 4.579409 -1.178119
10.781229 5.715460 7.719190 1.195279 6.076279 0.855801
1.686074 16.452135 -13.589742 0.208987 5.618796 -1.684430
14.957544 -14.864506 -7.825948 -1.364854 4.735411 0.714106
13.383269 -8.208532 -3.363621 -1.840473 5.924084 0.462567
6.953129 -9.935603 -9.613237 -1.227184 6.727043 1.696677
9.558457 3.443321 6.932933 0.827270 6.787795 0.600035
12.995555 13.811063 4.410949 1.753143 5.817586 0.595052
-13.780506 -3.819345 6.156297 1.127639 5.285194 -0.503761
9.983364 -14.054056 12.670694 -0.995450 4.958374 -1.263406
13.960518 2.434037 9.511828 0.281327 4.580974 0.191679
1.340819 8.456148 -5.383038 0.663743 12.539816 -2.664755
8.136440 2.816745 -7.652067 0.615689 7.196440 -0.579037
2.250395 8.703651 12.014613 0.379442 6.696951 2.025799
-11.073607 16.236989 -4.623473 -1.619240 6.180668 -0.676068
1.040539 2.925736 14.872401 0.039346 5.245952 0.562365
9.165432 -6.641596 -11.178109 -1.089288 5.638086 1.328489
9.492248 7.300040 -13.613340 0.738191 4.826662 -1.058679
0.650339 -14.965904 15.457910 -0.067281 5.082091 -1.599208
-14.629344 7.710942 -14.128290 -0.708741 3.890735 -0.684467
-9.732816 0.811251 -13.064552 0.028858 4.748418 0.038736
-2.046256 16.108381 -11.594071 -0.307479 6.274834 -1.742171
7.656934 -10.252636 11.126992 -1.093132 5.987683 -1.588531
5.894350 -2.820299 -14.259446 -0.378893 5.119475 0.916607
3.371137 -9.097055 13.139087 -0.481796 6.007529 -1.877810
1.107671 4.436842 7.833933 0.295374 10.584767 2.089013
3.394685 -1.448789 15.837106 -0.128625 4.813472 -0.600069
-1.906715 -14.069266 5.362448 0.465907 8.487727 -1.310316
-9.348437 13.569624 -13.226161 -0.961881 5.024076 -1.360868
3.878971 8.243055 5.508403 1.620776 11.254038 2.301613
6.453442 -0.214162 13.339859 -0.158565 5.264188 -0.327769
-13.082130 -12.212988 3.208156 1.794376 5.880260 -0.440038
-14.482289 8.513869 2.494266 -1.648571 5.538403 0.283931
7.761670 -7.048381 8.088461 -1.548675 7.278431 -1.613879
-6.523148 2.278507 -2.076759 -0.897303 12.795821 -0.285672
0.003205 5.851949 7.329132 0.001162 11.211859 2.656602
-2.760832 12.862504 -9.683413 -0.584691 7.498246 -2.050760
-10.121107 -9.949688 6.282080 1.774825 6.702983 -1.101618
2.835129 -2.469832 9.817550 -0.461023 8.011266 -1.596442
13.454614 4.275858 11.837803 0.505536 4.343286 0.444787
-9.428570 1.314615 15.025267 -0.036676 4.340559 0.058447
12.101753 7.166655 12.121772 0.857698 4.660420 0.859117
-5.395439 9.502806 14.567863 -0.570093 5.245932 1.539270
-11.241861 -10.571712 -10.795044 1.245340 5.230959 1.195843
-13.949064 -14.175904 7.417051 1.431541 5.040531 -0.761185
-9.308907 14.667332 -9.930495 -1.240238 5.796225 -1.323053
3.214495 15.631752 -9.281005 0.592663 7.067768 -1.711157
6.559453 4.180234 11.499493 0.536272 6.016100 0.940148
1.995062 -12.652293 -1.471073 -0.665383 10.192410 0.490625
14.599564 -13.991516 15.116111 -0.918434 3.884764 -0.950929
6.945256 0.849935 5.231544 -0.079563 9.576220 -0.059931
-15.436550 -8.209875 14.719667 0.810864 3.761773 -0.773207
9.968527 5.116679 10.457042 0.807312 5.510348 0.846875
13.712110 13.474624 -15.384574 0.878140 3.956935 -0.985247
-13.300464 7.436681 -6.938923 -1.337536 5.385352 -0.697800
10.914941 -4.486300 11.957396 -0.822181 4.925812 -0.900705
5.585525 -1.945192 11.186356 -0.493894 6.393915 -0.989141
-2.988358 2.817372 12.977741 -0.144536 5.925326 0.627686
2.156779 16.116747 14.122726 0.256045 5.469916 1.676596
-0.101050 -11.578974 -1.270048 0.039792 11.194666 0.500129
3.755901 -3.263430 2.508534 -1.764066 16.686358 -1.178204
-11.239949 -8.790447 13.824352 0.922845 4.567379 -1.135035
-9.058527 8.452005 -8.848649 -1.411236 6.462416 -1.378539
-15.056797 15.786065 -14.026847 -0.986297 3.966790 -0.918830
13.143472 -14.612880 -10.587614 -1.206451 4.746617 0.971847
12.442210 16.873591 2.637674 1.653786 5.871364 0.350593
2.205331 4.279775 -14.488395 0.142409 5.390396 -0.935586
-12.869355 1.561425 -2.641909 -0.203864 5.987308 -0.041851
2.304969 -13.010921 -12.599153 -0.329509 6.045195 1.801124
-10.148200 7.657356 10.772588 -1.073056 5.471760 1.139078
11.680589 1.859378 8.358947 0.222189 5.438406 0.159004
6.312378 1.694252 4.754509 0.396817 10.749614 0.298884
8.276384 -2.787668 -7.114951 -1.239181 7.464371 1.065285
0.823021 -9.544396 4.763164 -0.339547 11.216442 -1.965098
13.143543 -8.642215 5.290069 -1.727579 5.767781 -0.695323
-9.390763 6.051804 5.793132 -1.652922 7.419190 1.019682
15.942424 14.485910 -12.057285 1.100743 4.086145 -0.832494
-11.787113 14.890177 -15.839878 -0.835379 4.135636 -1.122607
14.455471 1.614441 -9.558243 0.117133 4.449939 -0.077451
-5.942978 11.416542 6.503409 -1.582935 8.518164 1.732208
15.340949 12.215509 -15.610490 0.831688 3.699690 -0.846301
1.907936 2.290734 6.998937 0.249101 11.909677 0.913783
13.711517 6.956466 7.991864 1.148095 5.051429 0.669176
11.867039 -10.429137 -1.314190 -2.046747 6.647363 0.226663
10.060884 9.902818 -3.834642 2.147964 7.498218 -0.818683
6.617071 14.003694 13.745776 0.751340 5.295566 1.560773
-15.439601 -14.010250 -1.934711 1.627930 5.113486 0.203993
11.673730 -8.798702 -9.873055 -1.324000 5.345776 1.119773
-15.053008 -0.282262 9.579103 0.233139 4.321695 -0.148360
7.597879 -4.898992 12.574861 -0.762589 5.486804 -1.262121
9.806621 -12.939965 -0.381229 -1.891263 7.213859 0.073522
-10.979857 7.955438 -12.608793 -0.891038 4.811407 -1.023229
-13.821309 -9.757171 5.655372 1.656659 5.464710 -0.677868
-9.039273 -10.215445 -14.492729 0.837836 4.783215 1.343309
-1.789288 13.606809 -10.929313 -0.326256 6.900468 -1.992833
1.621964 -0.029875 6.938579 -0.173792 12.202208 -0.743462
2.881273 -6.488317 -0.635846 -1.905842 15.470228 0.420585
1.807292 -2.290953 4.230637 -0.538881 17.694045 -1.261450
-3.091675 -0.586520 7.694259 0.396910 10.125835 -0.987790
12.795362 -11.772207 -15.737992 -0.851303 4.024128 1.047082
9.022422 0.603442 -4.310658 -0.200922 8.127130 0.095995
9.168430 16.502114 -13.950914 0.858126 4.795915 -1.305747
-11.155673 -11.745557 12.165854 1.108182 4.931391 -1.208532
8.737935 16.028129 -5.504340 1.502285 6.799926 -0.946343
15.218575 10.723108 -14.427165 0.856577 3.842569 -0.812033
-0.068528 -10.664662 -3.161214 0.028149 11.351251 1.298527
-8.887146 -5.128092 -10.683966 1.039467 5.833183 1.249629
7.059821 -12.260640 -3.066227 -1.740789 8.334713 0.756061
12.161450 -10.329204 15.394605 -0.845418 4.151853 -1.070174
3.603032 9.336512 -14.721675 0.398899 5.379573 -1.629867
9.036799 -7.952273 -7.658940 -1.643333 6.870038 1.392771
-0.021252 8.897545 7.634920 -0.007530 10.097236 2.704977
1.834483 -8.707183 -11.463533 -0.343313 6.953051 2.145336
-12.563587 -6.033851 12.357646 0.902827 4.549628 -0.888028
2.541537 -5.879166 9.087616 -0.672475 8.635199 -2.404529
3.111828 3.801786 -11.539845 0.294821 6.712736 -1.093309
12.702225 -7.312319 -15.621666 -0.725825 3.978581 0.892647
11.200442 0.591135 -0.342549 -0.195173 7.139010 0.005969
11.686518 -13.132967 2.293125 -1.818625 6.356404 -0.356850
15.016867 -2.641461 -15.893042 -0.357391 3.527526 0.378244
-1.907183 -12.377987 9.065578 0.402175 7.575139 -1.911696
-15.369337 -0.907662 -10.535053 0.310774 4.137779 0.213023
3.003352 -10.997352 15.731707 -0.316188 5.088980 -1.656206
-8.229197 -10.455532 -8.066650 1.492027 6.838438 1.462556
-9.780259 -13.922214 -13.817148 0.905732 4.759841 1.279581
-5.852462 4.606698 -2.207795 -2.188876 13.396547 -0.825736
-7.082651 -7.713274 9.064172 1.355302 7.072573 -1.734477
-3.656617 -10.322759 -6.415598 1.085087 9.161170 1.903805
5.562853 1.843923 4.367045 0.494249 12.334953 0.388003
-14.610587 -3.543111 14.860871 0.484825 3.731390 -0.493130
2.656214 16.005257 8.722993 0.507426 7.253379 1.666385
-2.327111 -12.949544 1.075863 0.747281 9.986480 -0.345481
5.444933 -2.316899 -4.194568 -1.739298 12.292981 1.339889
-13.706952 -14.486054 -10.133574 1.241892 4.710852 0.918133
9.304218 -5.655245 13.395652 -0.781167 4.930729 -1.124678
-5.812750 7.388594 11.165403 -0.865906 6.486903 1.663273
-1.307627 -9.833306 13.191495 0.193684 6.110078 -1.953902
-1.813670 6.002897 -0.806222 -0.597920 19.592688 -0.265791
-3.047914 -12.482352 -11.229870 0.502607 6.545177 1.851826
-6.676170 0.982208 -1.253559 0.013023 13.035020 0.002445
15.459654 -0.761368 7.432961 -0.364808 4.512818 -0.175399
9.472488 -7.235760 -1.414892 -2.448179 8.376129 0.365681
-14.627367 -3.329722 -10.140452 0.715242 4.407820 0.495843
-9.331120 -8.618271 9.712692 1.349269 6.060254 -1.404444
2.088785 -10.712222 -5.968439 -0.668307 9.647151 1.909602
-9.933529 -5.270854 3.183823 2.153910 7.868519 -0.690356
3.249583 -10.850545 11.048403 -0.581478 6.797728 -1.976994
-1.281683 -3.323430 -10.807976 0.211588 7.507119 1.784249
-5.466948 -14.865009 -14.293304 0.576111 5.132694 1.506238
13.456495 -2.760969 -15.032581 -0.413034 3.842146 0.461410
13.005784 15.413772 -3.471358 1.715026 5.785026 -0.457755
4.424787 -3.836429 13.245440 -0.440324 5.749769 -1.318093
1.387022 4.410925 10.787926 0.193469 7.477254 1.504754
-13.194869 9.512475 7.729154 -1.443149 5.332930 0.845353
-0.208705 -7.872025 -5.469659 0.094383 11.758393 2.473562
11.054479 4.454716 -9.150234 0.788499 5.522012 -0.652672
0.060337 5.849533 13.938652 0.006043 5.762055 1.396122
2.275252 14.987603 -13.111866 0.309425 5.873755 -1.783162
9.611782 -13.185929 -12.566908 -1.006752 5.080435 1.316276
-12.500453 -10.026133 7.995136 1.516488 5.493520 -0.969927
-5.137283 7.967816 11.449532 -0.797636 6.518255 1.777701
-3.033601 -12.108391 -8.963079 0.638298 7.545139 1.885915
8.249525 -13.250449 0.887825 -1.785567 7.772050 -0.192165
-3.960059 4.362125 -3.769877 -1.484731 15.308973 -1.413427
6.584477 -1.958661 8.299041 -0.871085 7.679741 -1.097912
10.868791 -9.506008 7.147534 -1.668048 6.231418 -1.096942
8.677804 -8.232321 -0.302162 -2.492105 8.875957 0.086775
9.920582 11.555741 7.265179 1.669707 6.551464 1.222783
14.194830 6.959992 8.106961 1.105111 4.893162 0.631152
-10.302104 8.675237 -2.667908 -2.244073 7.664586 -0.581142
-12.037849 7.959136 2.613194 -1.941481 6.644144 0.421460
14.277326 7.602330 -13.640337 0.738137 4.012814 -0.705204
3.612139 -12.325342 9.867188 -0.674581 7.036074 -1.842737
15.801541 -4.886485 11.656321 -0.761693 4.015022 -0.561878
-1.230756 11.388700 -11.613633 -0.225416 6.864651 -2.127063
2.956909 -6.237190 1.784989 -1.902378 15.220798 -1.148404
-2.243843 -13.763339 9.369026 0.417021 7.112304 -1.741245
6.497656 10.154501 -7.361056 1.588278 8.082985 -1.799326
10.704604 9.411242 -12.310379 1.011081 4.981765 -1.162751
9.711468 6.297348 15.837001 0.499349 4.241466 0.814314
