# units: length=mm, velocity=mm/s
x y z u v w
11.509625 -11.636336 3.443870 -1.812635 6.378547 -0.542370
-9.782015 -11.549705 13.531001 0.945788 4.860854 -1.308264
12.926146 -2.000115 -10.788240 -0.685819 4.666773 0.572389
-4.621130 10.080932 11.191869 -0.800780 6.754980 1.939400
13.232304 -6.280277 -10.247893 -1.171647 4.845689 0.907394
7.635697 6.267104 -7.156383 1.361526 7.830080 -1.276059
14.320220 -8.915617 15.276014 -0.850512 3.871986 -0.907279
-10.942125 6.821162 -7.925755 -1.177402 5.958626 -0.852832
8.041105 -11.592987 -9.544161 -1.208823 6.207246 1.434778
9.421235 8.636742 -0.415061 2.483182 8.660697 -0.109399
-0.478573 -7.041815 9.561273 0.121639 8.267411 -2.430184
-7.282279 16.401454 11.164020 -0.973362 5.829649 1.492203
13.462517 13.731008 -2.549594 1.863209 5.888039 -0.352863
-14.484877 -6.042040 11.610499 0.990658 4.332695 -0.794072
